t / fs	F(t)*F(0) / (kcal/mole/A)^2	err[F(t)*F(0)] / (kcal/mole/A)^2	lambda / N*s/m^3	err[lambda] / N*s/m^3
535.00	5.414248	1.045371	760735.955645	23074.217914
536.00	5.389451	1.044634	760970.548611	23103.007665
537.00	5.364715	1.043893	761204.066010	23131.734699
538.00	5.340041	1.043149	761436.510524	23160.398231
539.00	5.315430	1.042401	761667.884869	23188.997504
540.00	5.290883	1.041651	761898.191790	23217.531787
541.00	5.266400	1.040898	762127.434067	23246.000374
542.00	5.241983	1.040144	762355.614509	23274.402588
543.00	5.217631	1.039389	762582.735958	23302.737779
544.00	5.193345	1.038634	762808.801280	23331.005326
545.00	5.169126	1.037879	763033.813372	23359.204634
546.00	5.144975	1.037126	763257.775153	23387.335140
547.00	5.120892	1.036375	763480.689569	23415.396309
548.00	5.096878	1.035626	763702.559589	23443.387634
549.00	5.072932	1.034881	763923.388209	23471.308640
550.00	5.049057	1.034141	764143.178447	23499.158879
551.00	5.025252	1.033407	764361.933352	23526.937936
552.00	5.001519	1.032679	764579.656003	23554.645421
553.00	4.977857	1.031958	764796.349511	23582.280977
554.00	4.954269	1.031246	765012.017025	23609.844273
555.00	4.930754	1.030542	765226.661737	23637.335003
556.00	4.907315	1.029849	765440.286887	23664.752892
557.00	4.883952	1.029166	765652.895767	23692.097685
558.00	4.860667	1.028495	765864.491729	23719.369153
559.00	4.837461	1.027836	766075.078190	23746.567092
560.00	4.814337	1.027189	766284.658640	23773.691316
561.00	4.791296	1.026556	766493.236646	23800.741663
562.00	4.768340	1.025936	766700.815866	23827.717986
563.00	4.745471	1.025330	766907.400047	23854.620159
564.00	4.722693	1.024739	767112.993038	23881.448069
565.00	4.700006	1.024162	767317.598796	23908.201621
566.00	4.677415	1.023599	767521.221392	23934.880735
567.00	4.654922	1.023051	767723.865020	23961.485342
568.00	4.632530	1.022518	767925.534001	23988.015388
569.00	4.610242	1.021999	768126.232790	24014.470831
570.00	4.588061	1.021495	768325.965984	24040.851641
571.00	4.565992	1.021004	768524.738324	24067.157798
572.00	4.544037	1.020528	768722.554702	24093.389295
573.00	4.522199	1.020064	768919.420167	24119.546137
574.00	4.500484	1.019613	769115.339924	24145.628341
575.00	4.478894	1.019175	769310.319341	24171.635937
576.00	4.457433	1.018749	769504.363949	24197.568965
577.00	4.436106	1.018334	769697.479444	24223.427484
578.00	4.414915	1.017930	769889.671686	24249.211563
579.00	4.393864	1.017536	770080.946697	24274.921286
580.00	4.372958	1.017151	770271.310661	24300.556756
581.00	4.352200	1.016776	770460.769918	24326.118090
582.00	4.331593	1.016409	770649.330959	24351.605425
583.00	4.311140	1.016050	770837.000422	24377.018915
584.00	4.290845	1.015699	771023.785081	24402.358733
585.00	4.270710	1.015354	771209.691840	24427.625075
586.00	4.250738	1.015015	771394.727721	24452.818157
587.00	4.230932	1.014682	771578.899852	24477.938215
588.00	4.211293	1.014354	771762.215454	24502.985513
589.00	4.191823	1.014031	771944.681829	24527.960334
590.00	4.172523	1.013712	772126.306343	24552.862991
591.00	4.153394	1.013396	772307.096409	24577.693819
592.00	4.134437	1.013084	772487.059475	24602.453179
593.00	4.115652	1.012775	772666.203002	24627.141462
594.00	4.097038	1.012469	772844.534446	24651.759083
595.00	4.078595	1.012166	773022.061243	24676.306490
596.00	4.060322	1.011864	773198.790789	24700.784154
597.00	4.042217	1.011565	773374.730420	24725.192580
598.00	4.024279	1.011268	773549.887397	24749.532300
599.00	4.006504	1.010973	773724.268887	24773.803873
600.00	3.988890	1.010680	773897.881944	24798.007891
601.00	3.971434	1.010389	774070.733494	24822.144974
602.00	3.954133	1.010101	774242.830318	24846.215770
603.00	3.936982	1.009814	774414.179039	24870.220957
604.00	3.919977	1.009530	774584.786106	24894.161241
605.00	3.903115	1.009248	774754.657781	24918.037356
606.00	3.886390	1.008970	774923.800127	24941.850062
607.00	3.869797	1.008694	775092.218999	24965.600148
608.00	3.853331	1.008421	775259.920035	24989.288429
609.00	3.836987	1.008152	775426.908646	25012.915747
610.00	3.820760	1.007886	775593.190008	25036.482969
611.00	3.804644	1.007624	775758.769063	25059.990987
612.00	3.788633	1.007366	775923.650508	25083.440719
613.00	3.772722	1.007112	776087.838796	25106.833107
614.00	3.756905	1.006863	776251.338133	25130.169113
615.00	3.741176	1.006617	776414.152476	25153.449724
616.00	3.725530	1.006376	776576.285535	25176.675944
617.00	3.709960	1.006139	776737.740769	25199.848797
618.00	3.694462	1.005906	776898.521394	25222.969323
619.00	3.679029	1.005678	777058.630375	25246.038578
620.00	3.663656	1.005454	777218.070436	25269.057629
621.00	3.648338	1.005233	777376.844055	25292.027556
622.00	3.633068	1.005016	777534.953470	25314.949443
623.00	3.617841	1.004803	777692.400676	25337.824380
624.00	3.602652	1.004592	777849.187431	25360.653457
625.00	3.587495	1.004384	778005.315250	25383.437763
626.00	3.572365	1.004178	778160.785410	25406.178382
627.00	3.557256	1.003973	778315.598952	25428.876391
628.00	3.542162	1.003768	778469.756673	25451.532851
629.00	3.527079	1.003564	778623.259133	25474.148813
630.00	3.512000	1.003359	778776.106647	25496.725304
631.00	3.496920	1.003152	778928.299288	25519.263333
632.00	3.481834	1.002943	779079.836886	25541.763883
633.00	3.466734	1.002730	779230.719018	25564.227910
634.00	3.451617	1.002513	779380.945017	25586.656339
635.00	3.436475	1.002291	779530.513958	25609.050065
636.00	3.421303	1.002062	779679.424666	25631.409947
637.00	3.406095	1.001826	779827.675707	25653.736811
638.00	3.390845	1.001582	779975.265388	25676.031445
639.00	3.375548	1.001329	780122.191759	25698.294599
640.00	3.360196	1.001065	780268.452609	25720.526988
641.00	3.344785	1.000791	780414.045468	25742.729288
642.00	3.329308	1.000504	780558.967609	25764.902138
643.00	3.313759	1.000205	780703.216050	25787.046139
644.00	3.298133	0.999893	780846.787554	25809.161861
645.00	3.282424	0.999566	780989.678643	25831.249835
646.00	3.266626	0.999225	781131.885594	25853.310562
647.00	3.250735	0.998869	781273.404454	25875.344512
648.00	3.234745	0.998497	781414.231049	25897.352123
649.00	3.218652	0.998110	781554.360991	25919.333804
650.00	3.202451	0.997706	781693.789697	25941.289942
651.00	3.186139	0.997286	781832.512399	25963.220896
652.00	3.169711	0.996850	781970.524162	25985.127005
653.00	3.153164	0.996399	782107.819904	26007.008586
654.00	3.136496	0.995931	782244.394412	26028.865938
655.00	3.119704	0.995448	782380.242364	26050.699344
656.00	3.102787	0.994950	782515.358353	26072.509074
657.00	3.085743	0.994438	782649.736912	26094.295383
658.00	3.068572	0.993912	782783.372536	26116.058520
659.00	3.051275	0.993374	782916.259712	26137.798723
660.00	3.033851	0.992824	783048.392945	26159.516227
661.00	3.016302	0.992263	783179.766787	26181.211259
662.00	2.998631	0.991693	783310.375865	26202.884047
663.00	2.980840	0.991114	783440.214913	26224.534814
664.00	2.962933	0.990528	783569.278798	26246.163784
665.00	2.944913	0.989937	783697.562552	26267.771181
666.00	2.926785	0.989341	783825.061399	26289.357233
667.00	2.908556	0.988743	783951.770786	26310.922169
668.00	2.890230	0.988143	784077.686409	26332.466224
669.00	2.871815	0.987544	784202.804241	26353.989638
670.00	2.853318	0.986947	784327.120556	26375.492659
671.00	2.834746	0.986354	784450.631950	26396.975543
672.00	2.816109	0.985766	784573.335372	26418.438555
673.00	2.797413	0.985185	784695.228135	26439.881972
674.00	2.778669	0.984613	784816.307938	26461.306083
675.00	2.759886	0.984051	784936.572880	26482.711192
676.00	2.741074	0.983501	785056.021476	26504.097618
677.00	2.722242	0.982964	785174.652663	26525.465700
678.00	2.703401	0.982443	785292.465811	26546.815792
679.00	2.684560	0.981939	785409.460726	26568.148267
680.00	2.665730	0.981453	785525.637651	26589.463521
681.00	2.646921	0.980987	785640.997268	26610.761966
682.00	2.628142	0.980542	785755.540688	26632.044040
683.00	2.609403	0.980120	785869.269452	26653.310199
684.00	2.590715	0.979722	785982.185512	26674.560922
685.00	2.572085	0.979349	786094.291227	26695.796710
686.00	2.553522	0.979003	786205.589345	26717.018086
687.00	2.535036	0.978683	786316.082985	26738.225593
688.00	2.516634	0.978393	786425.775621	26759.419796
689.00	2.498323	0.978131	786534.671062	26780.601280
690.00	2.480110	0.977900	786642.773433	26801.770648
691.00	2.462003	0.977699	786750.087148	26822.928520
692.00	2.444006	0.977529	786856.616894	26844.075537
693.00	2.426126	0.977391	786962.367607	26865.212353
694.00	2.408367	0.977285	787067.344449	26886.339635
695.00	2.390734	0.977211	787171.552789	26907.458067
696.00	2.373231	0.977170	787274.998183	26928.568337
697.00	2.355862	0.977160	787377.686352	26949.671143
698.00	2.338629	0.977183	787479.623168	26970.767188
699.00	2.321536	0.977237	787580.814633	26991.857173
700.00	2.304586	0.977323	787681.266868	27012.941800
701.00	2.287779	0.977440	787780.986096	27034.021764
702.00	2.271119	0.977586	787879.978632	27055.097751
703.00	2.254607	0.977762	787978.250870	27076.170435
704.00	2.238245	0.977967	788075.809275	27097.240476
705.00	2.222034	0.978200	788172.660374	27118.308513
706.00	2.205975	0.978459	788268.810745	27139.375161
707.00	2.190068	0.978743	788364.267015	27160.441012
708.00	2.174316	0.979051	788459.035854	27181.506628
709.00	2.158719	0.979383	788553.123965	27202.572539
710.00	2.143277	0.979736	788646.538083	27223.639242
711.00	2.127991	0.980108	788739.284968	27244.707194
712.00	2.112861	0.980500	788831.371401	27265.776816
713.00	2.097888	0.980909	788922.804180	27286.848487
714.00	2.083072	0.981333	789013.590111	27307.922544
715.00	2.068413	0.981772	789103.736007	27328.999279
716.00	2.053910	0.982224	789193.248676	27350.078939
717.00	2.039564	0.982687	789282.134920	27371.161728
718.00	2.025374	0.983159	789370.401522	27392.247801
719.00	2.011339	0.983640	789458.055242	27413.337272
720.00	1.997458	0.984128	789545.102803	27434.430206
721.00	1.983731	0.984622	789631.550882	27455.526627
722.00	1.970155	0.985120	789717.406104	27476.626515
723.00	1.956730	0.985621	789802.675027	27497.729810
724.00	1.943453	0.986124	789887.364130	27518.836409
725.00	1.930322	0.986628	789971.479805	27539.946175
726.00	1.917335	0.987131	790055.028340	27561.058932
727.00	1.904488	0.987632	790138.015912	27582.174471
728.00	1.891779	0.988131	790220.448569	27603.292552
729.00	1.879205	0.988626	790302.332226	27624.412904
730.00	1.866762	0.989117	790383.672649	27645.535230
731.00	1.854446	0.989602	790464.475444	27666.659208
732.00	1.842253	0.990082	790544.746050	27687.784493
733.00	1.830179	0.990554	790624.489732	27708.910720
734.00	1.818220	0.991018	790703.711568	27730.037506
735.00	1.806372	0.991475	790782.416447	27751.164451
736.00	1.794629	0.991922	790860.609063	27772.291142
737.00	1.782988	0.992360	790938.293913	27793.417156
738.00	1.771443	0.992788	791015.475291	27814.542056
739.00	1.759990	0.993205	791092.157291	27835.665400
740.00	1.748624	0.993612	791168.343809	27856.786736
741.00	1.737342	0.994006	791244.038542	27877.905609
742.00	1.726138	0.994389	791319.244995	27899.021556
743.00	1.715008	0.994760	791393.966489	27920.134113
744.00	1.703948	0.995118	791468.206161	27941.242812
745.00	1.692955	0.995464	791541.966983	27962.347185
746.00	1.682025	0.995796	791615.251762	27983.446763
747.00	1.671155	0.996115	791688.063159	28004.541075
748.00	1.660341	0.996420	791760.403699	28025.629655
749.00	1.649581	0.996711	791832.275782	28046.712033
750.00	1.638873	0.996989	791903.681700	28067.787743
751.00	1.628214	0.997253	791974.623650	28088.856321
752.00	1.617603	0.997502	792045.103747	28109.917308
753.00	1.607038	0.997738	792115.124038	28130.970245
754.00	1.596519	0.997960	792184.686519	28152.014681
755.00	1.586045	0.998168	792253.793146	28173.050168
756.00	1.575615	0.998362	792322.445850	28194.076260
757.00	1.565229	0.998542	792390.646549	28215.092518
758.00	1.554887	0.998709	792458.397158	28236.098506
759.00	1.544590	0.998862	792525.699605	28257.093791
760.00	1.534337	0.999001	792592.555837	28278.077944
761.00	1.524131	0.999127	792658.967833	28299.050536
762.00	1.513972	0.999240	792724.937612	28320.011139
763.00	1.503861	0.999339	792790.467238	28340.959326
764.00	1.493799	0.999426	792855.558835	28361.894672
765.00	1.483789	0.999499	792920.214586	28382.816745
766.00	1.473831	0.999559	792984.436743	28403.725115
767.00	1.463928	0.999606	793048.227631	28424.619344
768.00	1.454081	0.999640	793111.589655	28445.498990
769.00	1.444292	0.999661	793174.525298	28466.363606
770.00	1.434563	0.999670	793237.037131	28487.212736
771.00	1.424896	0.999665	793299.127809	28508.045916
772.00	1.415294	0.999647	793360.800075	28528.862673
773.00	1.405757	0.999616	793422.056756	28549.662521
774.00	1.396289	0.999573	793482.900766	28570.444964
775.00	1.386891	0.999516	793543.335102	28591.209496
776.00	1.377564	0.999446	793603.362836	28611.955596
777.00	1.368310	0.999363	793662.987113	28632.682734
778.00	1.359131	0.999267	793722.211142	28653.390366
779.00	1.350028	0.999157	793781.038189	28674.077935
780.00	1.341001	0.999035	793839.471563	28694.744872
781.00	1.332052	0.998899	793897.514607	28715.390594
782.00	1.323180	0.998751	793955.170683	28736.014508
783.00	1.314386	0.998589	794012.443155	28756.616008
784.00	1.305669	0.998414	794069.335372	28777.194478
785.00	1.297027	0.998226	794125.850651	28797.749291
786.00	1.288460	0.998025	794181.992255	28818.279810
787.00	1.279965	0.997812	794237.763371	28838.785391
788.00	1.271540	0.997586	794293.167087	28859.265380
789.00	1.263182	0.997347	794348.206371	28879.719117
790.00	1.254887	0.997097	794402.884043	28900.145935
791.00	1.246650	0.996834	794457.202753	28920.545162
792.00	1.238468	0.996560	794511.164952	28940.916119
793.00	1.230335	0.996274	794564.772872	28961.258122
794.00	1.222244	0.995978	794618.028499	28981.570486
795.00	1.214190	0.995670	794670.933547	29001.852522
796.00	1.206164	0.995353	794723.489441	29022.103536
797.00	1.198161	0.995026	794775.697289	29042.322836
798.00	1.190172	0.994689	794827.557867	29062.509726
799.00	1.182188	0.994343	794879.071598	29082.663513
800.00	1.174201	0.993989	794930.238538	29102.783503
801.00	1.166202	0.993627	794981.058364	29122.869002
802.00	1.158182	0.993257	795031.530359	29142.919321
803.00	1.150132	0.992881	795081.653411	29162.933771
804.00	1.142043	0.992498	795131.426003	29182.911671
805.00	1.133904	0.992110	795180.846216	29202.852343
806.00	1.125708	0.991716	795229.911728	29222.755115
807.00	1.117444	0.991318	795278.619820	29242.619324
808.00	1.109104	0.990915	795326.967385	29262.444314
809.00	1.100680	0.990509	795374.950938	29282.229440
810.00	1.092163	0.990100	795422.566630	29301.974064
811.00	1.083546	0.989688	795469.810262	29321.677562
812.00	1.074820	0.989274	795516.677308	29341.339318
813.00	1.065980	0.988858	795563.162930	29360.958729
814.00	1.057018	0.988440	795609.262002	29380.535205
815.00	1.047930	0.988022	795654.969135	29400.068167
816.00	1.038709	0.987603	795700.278693	29419.557048
817.00	1.029351	0.987183	795745.184824	29439.001297
818.00	1.019851	0.986763	795789.681480	29458.400373
819.00	1.010207	0.986343	795833.762439	29477.753750
820.00	1.000414	0.985924	795877.421330	29497.060911
821.00	0.990470	0.985505	795920.651650	29516.321355
822.00	0.980372	0.985087	795963.446787	29535.534593
823.00	0.970120	0.984669	796005.800035	29554.700149
824.00	0.959710	0.984252	796047.704614	29573.817561
825.00	0.949142	0.983836	796089.153683	29592.886377
826.00	0.938415	0.983421	796130.140351	29611.906160
827.00	0.927528	0.983006	796170.657693	29630.876485
828.00	0.916481	0.982592	796210.698757	29649.796940
829.00	0.905273	0.982178	796250.256575	29668.667122
830.00	0.893905	0.981765	796289.324167	29687.486645
831.00	0.882375	0.981351	796327.894553	29706.255130
832.00	0.870686	0.980938	796365.960756	29724.972213
833.00	0.858835	0.980524	796403.515808	29743.637540
834.00	0.846826	0.980109	796440.552760	29762.250770
835.00	0.834656	0.979693	796477.064683	29780.811571
836.00	0.822329	0.979276	796513.044675	29799.319626
837.00	0.809843	0.978858	796548.485873	29817.774629
838.00	0.797201	0.978437	796583.381457	29836.176287
839.00	0.784405	0.978014	796617.724664	29854.524323
840.00	0.771454	0.977588	796651.508791	29872.818471
841.00	0.758352	0.977159	796684.727214	29891.058481
842.00	0.745101	0.976726	796717.373397	29909.244118
843.00	0.731703	0.976290	796749.440906	29927.375161
844.00	0.718160	0.975849	796780.923426	29945.451408
845.00	0.704478	0.975404	796811.814778	29963.472677
846.00	0.690658	0.974955	796842.108933	29981.438800
847.00	0.676705	0.974500	796871.800035	29999.349633
848.00	0.662624	0.974041	796900.882415	30017.205051
849.00	0.648420	0.973576	796929.350614	30035.004951
850.00	0.634099	0.973106	796957.199403	30052.749249
851.00	0.619665	0.972631	796984.423798	30070.437889
852.00	0.605126	0.972152	797011.019083	30088.070835
853.00	0.590489	0.971667	797036.980824	30105.648077
854.00	0.575759	0.971177	797062.304891	30123.169629
855.00	0.560946	0.970683	797086.987469	30140.635532
856.00	0.546056	0.970185	797111.025073	30158.045851
857.00	0.531098	0.969683	797134.414561	30175.400679
858.00	0.516080	0.969178	797157.153142	30192.700133
859.00	0.501010	0.968669	797179.238383	30209.944357
860.00	0.485897	0.968158	797200.668213	30227.133521
